,Id,SalePrice
432,1893,128315
433,1894,127986
434,1895,137751
435,1896,125961
436,1897,126206
437,1898,120864
438,1899,150103
439,1900,152719
440,1901,166407
441,1902,151553
442,1903,217358
443,1904,138347
444,1905,197166
445,1906,122985
446,1907,203818
447,1908,109604
448,1909,131328
449,1910,119580
450,1911,215183
451,1912,310671
452,1913,141397
453,1914,73418
454,1915,293770
455,1916,57544
456,1917,238276
457,1918,140271
458,1919,167082
459,1920,151262
460,1921,345707
461,1922,289413
462,1923,230204
463,1924,249578
464,1925,200499
465,1926,345135
466,1927,133840
467,1928,165593
468,1929,119943
469,1930,130038
470,1931,139734
471,1932,134939
472,1933,189614
473,1934,180531
474,1935,175090
475,1936,197174
476,1937,183128
477,1938,171047
478,1939,249430
479,1940,193309
480,1941,166265
481,1942,170535
482,1943,226727
483,1944,368810
484,1945,367421
485,1946,147466
486,1947,188707
487,1948,168188
488,1949,229518
489,1950,186224
490,1951,242328
491,1952,208391
492,1953,173545
493,1954,177925
494,1955,135153
495,1956,300091
496,1957,149147
497,1958,274738
498,1959,146999
499,1960,113535
500,1961,125761
501,1962,97445
502,1963,104382
503,1964,106426
504,1965,144872
505,1966,134722
506,1967,292553
507,1968,398007
508,1969,356939
509,1970,398531
510,1971,458911
511,1972,367757
512,1973,291909
513,1974,329479
514,1975,447934
515,1976,281560
516,1977,345204
517,1978,353494
518,1979,299201
519,1980,204546
520,1981,310472
521,1982,229928
522,1983,214608
523,1984,169939
524,1985,229254
525,1986,212061
526,1987,190700
527,1988,183577
528,1989,197899
529,1990,214282
530,1991,238859
531,1992,218980
532,1993,175140
533,1994,226331
534,1995,186117
535,1996,255969
536,1997,301571
537,1998,299699
538,1999,289529
539,2000,310478
540,2001,293368
541,2002,241250
542,2003,261089
543,2004,289173
544,2005,222030
545,2006,221642
546,2007,250607
547,2008,230473
548,2009,201722
549,2010,193860
550,2011,135986
551,2012,175049
552,2013,182286
553,2014,186052
554,2015,212613
555,2016,192884
556,2017,194587
557,2018,123396
558,2019,131650
559,2020,98878
560,2021,109923
561,2022,196702
562,2023,136716
563,2024,286684
564,2025,344954
565,2026,181096
566,2027,164944
567,2028,151931
568,2029,164707
569,2030,253019
570,2031,226651
571,2032,231438
572,2033,240177
573,2034,172158
574,2035,223607
575,2036,195642
576,2037,206647
577,2038,281977
578,2039,233191
579,2040,275035
580,2041,270889
581,2042,209588
582,2043,178722
583,2044,161819
584,2045,204049
585,2046,151765
586,2047,137787
587,2048,144511
588,2049,147004
589,2050,164244
590,2051,103048
591,2052,128270
592,2053,147950
593,2054,97278
594,2055,144258
595,2056,145776
596,2057,121490
597,2058,218632
598,2059,138371
599,2060,171573
600,2061,163437
601,2062,127890
602,2063,119787
603,2064,140027
604,2065,118806
605,2066,166184
606,2067,102926
607,2068,147619
608,2069,82911
609,2070,112897
610,2071,101695
611,2072,136625
612,2073,127472
613,2074,174664
614,2075,146830
615,2076,120799
616,2077,158740
617,2078,125118
618,2079,129030
619,2080,111453
620,2081,123270
621,2082,122182
622,2083,143343
623,2084,110620
624,2085,120343
625,2086,112695
626,2087,123875
627,2088,106128
628,2089,83179
629,2090,126088
630,2091,108491
631,2092,125714
632,2093,102439
633,2094,100932
634,2095,153045
635,2096,86206
636,2097,103195
637,2098,143148
638,2099,68086
639,2100,84854
640,2101,114327
641,2102,124464
642,2103,109119
643,2104,143223
644,2105,133528
645,2106,87686
646,2107,193073
647,2108,114335
648,2109,110958
649,2110,124196
650,2111,128061
651,2112,140320
652,2113,119532
653,2114,120995
654,2115,159277
655,2116,114049
656,2117,147048
657,2118,126185
658,2119,117640
659,2120,119981
660,2121,87379
661,2122,120371
662,2123,82584
663,2124,156198
664,2125,130861
665,2126,159323
666,2127,154636
667,2128,117553
668,2129,76744
669,2130,127574
670,2131,138321
671,2132,103136
672,2133,113967
673,2134,112266
674,2135,86873
675,2136,72628
676,2137,109543
677,2138,129366
678,2139,147539
679,2140,136992
680,2141,152909
681,2142,130945
682,2143,148274
683,2144,115284
684,2145,140088
685,2146,164282
686,2147,144839
687,2148,138554
688,2149,149948
689,2150,233862
690,2151,121170
691,2152,158423
692,2153,172028
693,2154,100331
694,2155,137533
695,2156,232419
696,2157,231460
697,2158,246661
698,2159,212166
699,2160,192517
700,2161,233376
701,2162,366932
702,2163,320397
703,2164,252300
704,2165,206708
705,2166,155970
706,2167,222602
707,2168,195444
708,2169,195913
709,2170,212594
710,2171,153221
711,2172,135254
712,2173,168929
713,2174,221566
714,2175,288134
715,2176,305187
716,2177,242043
717,2178,211211
718,2179,140621
719,2180,210722
720,2181,194594
721,2182,216417
722,2183,191749
723,2184,123122
724,2185,125339
725,2186,142390
726,2187,153342
727,2188,154668
728,2189,261699
729,2190,78655
730,2191,79967
731,2192,89968
732,2193,104151
733,2194,101877
734,2195,113933
735,2196,103283
736,2197,119512
737,2198,148259
738,2199,182335
739,2200,148258
740,2201,145450
741,2202,207748
742,2203,150261
743,2204,180907
744,2205,123444
745,2206,142225
746,2207,212636
747,2208,253552
748,2209,243355
749,2210,121759
750,2211,107029
751,2212,114725
752,2213,100447
753,2214,126190
754,2215,97834
755,2216,135948
756,2217,63507
757,2218,90404
758,2219,87016
759,2220,78747
760,2221,295676
761,2222,277580
762,2223,267921
763,2224,203234
764,2225,121396
765,2226,183635
766,2227,201093
767,2228,266405
768,2229,256139
769,2230,154669
770,2231,211658
771,2232,182266
772,2233,190552
773,2234,247803
774,2235,220848
775,2236,257826
776,2237,301549
777,2238,200058
778,2239,100231
779,2240,153256
780,2241,163665
781,2242,122567
782,2243,126738
783,2244,108691
784,2245,105082
785,2246,136577
786,2247,108412
787,2248,122521
788,2249,125826
789,2250,128343
790,2251,128480
791,2252,177873
792,2253,159187
793,2254,178446
794,2255,186645
795,2256,167606
796,2257,203346
797,2258,156502
798,2259,178078
799,2260,139489
800,2261,204147
801,2262,224150
802,2263,371440
803,2264,512992
804,2265,171924
805,2266,285901
806,2267,358763
807,2268,463914
808,2269,153170
809,2270,195770
810,2271,206087
811,2272,197720
812,2273,160860
813,2274,184526
814,2275,159508
815,2276,194263
816,2277,179596
817,2278,139390
818,2279,131970
819,2280,111410
820,2281,168587
821,2282,182294
822,2283,106538
823,2284,111358
824,2285,139790
825,2286,122490
826,2287,349164
827,2288,284131
828,2289,353276
829,2290,430608
830,2291,325224
831,2292,402618
832,2293,421400
833,2294,376324
834,2295,458603
835,2296,284383
836,2297,338895
837,2298,333928
838,2299,343860
839,2300,320639
840,2301,314658
841,2302,258380
842,2303,247799
843,2304,255209
844,2305,210722
845,2306,204086
846,2307,217256
847,2308,246621
848,2309,266225
849,2310,224651
850,2311,216875
851,2312,175563
852,2313,177605
853,2314,175099
854,2315,186427
855,2316,198986
856,2317,190885
857,2318,182970
858,2319,185529
859,2320,179154
860,2321,237720
861,2322,192353
862,2323,195641
863,2324,186523
864,2325,213189
865,2326,176811
866,2327,203987
867,2328,225296
868,2329,193231
869,2330,183603
870,2331,347470
871,2332,368386
872,2333,310436
873,2334,260514
874,2335,277785
875,2336,302978
876,2337,187752
877,2338,254202
878,2339,218343
879,2340,344969
880,2341,216258
881,2342,231971
882,2343,238699
883,2344,203724
884,2345,227242
885,2346,212236
886,2347,200820
887,2348,240195
888,2349,186995
889,2350,293263
890,2351,249254
891,2352,246069
892,2353,253710
893,2354,139671
894,2355,140596
895,2356,151970
896,2357,189009
897,2358,203032
898,2359,130984
899,2360,116769
900,2361,143656
901,2362,257753
902,2363,138385
903,2364,158079
904,2365,217604
905,2366,199729
906,2367,219204
907,2368,222388
908,2369,216981
909,2370,167571
910,2371,160611
911,2372,198544
912,2373,286862
913,2374,307406
914,2375,242541
915,2376,300224
916,2377,317598
917,2378,154905
918,2379,200878
919,2380,147275
920,2381,173096
921,2382,204734
922,2383,196536
923,2384,238487
924,2385,160118
925,2386,132887
926,2387,132038
927,2388,100267
928,2389,125155
929,2390,159557
930,2391,147373
931,2392,120794
932,2393,171231
933,2394,150129
934,2395,203291
935,2396,142805
936,2397,212521
937,2398,131390
938,2399,66690
939,2400,73880
940,2401,118089
941,2402,135255
942,2403,147539
943,2404,154166
944,2405,164086
945,2406,139690
946,2407,129788
947,2408,149174
948,2409,129337
949,2410,163270
950,2411,113149
951,2412,157997
952,2413,130483
953,2414,149628
954,2415,140628
955,2416,123843
956,2417,133864
957,2418,132671
958,2419,127194
959,2420,124243
960,2421,151031
961,2422,110577
962,2423,121503
963,2424,155925
964,2425,191692
965,2426,134472
966,2427,129644
967,2428,177686
968,2429,115136
969,2430,130071
970,2431,109561
971,2432,151339
972,2433,146672
973,2434,136911
974,2435,150586
975,2436,109129
976,2437,108957
977,2438,126096
978,2439,104565
979,2440,123461
980,2441,93889
981,2442,100117
982,2443,121196
983,2444,132186
984,2445,93518
985,2446,140003
986,2447,179001
987,2448,133064
988,2449,115791
989,2450,142844
990,2451,131965
991,2452,178805
992,2453,92579
993,2454,120404
994,2455,121317
995,2456,126925
996,2457,137241
997,2458,133380
998,2459,116330
999,2460,145535
1000,2461,126020
1001,2462,136547
1002,2463,128109
1003,2464,165262
1004,2465,136023
1005,2466,119076
1006,2467,129872
1007,2468,91228
1008,2469,85906
1009,2470,177851
1010,2471,187126
1011,2472,144621
1012,2473,113180
1013,2474,90842
1014,2475,192260
1015,2476,115492
1016,2477,126167
1017,2478,149653
1018,2479,99151
1019,2480,153863
1020,2481,120752
1021,2482,121981
1022,2483,112302
1023,2484,122180
1024,2485,124318
1025,2486,154695
1026,2487,169171
1027,2488,159716
1028,2489,153128
1029,2490,138498
1030,2491,91910
1031,2492,202635
1032,2493,157115
1033,2494,141066
1034,2495,86356
1035,2496,243181
1036,2497,145779
1037,2498,116643
1038,2499,84208
1039,2500,129978
1040,2501,134412
1041,2502,141332
1042,2503,97938
1043,2504,179706
1044,2505,238604
1045,2506,246075
1046,2507,277990
1047,2508,245503
1048,2509,217566
1049,2510,220195
1050,2511,173490
1051,2512,201088
1052,2513,226805
1053,2514,289567
1054,2515,153816
1055,2516,178952
1056,2517,154197
1057,2518,159014
1058,2519,245129
1059,2520,221636
1060,2521,182923
1061,2522,227663
1062,2523,117287
1063,2524,147499
1064,2525,147135
1065,2526,146910
1066,2527,118552
1067,2528,139071
1068,2529,143021
1069,2530,124013
1070,2531,249263
1071,2532,224413
1072,2533,193691
1073,2534,240381
1074,2535,277995
1075,2536,218503
1076,2537,246304
1077,2538,184703
1078,2539,182752
1079,2540,188573
1080,2541,185933
1081,2542,167969
1082,2543,123166
1083,2544,119018
1084,2545,134100
1085,2546,125762
1086,2547,131348
1087,2548,152203
1088,2549,165197
1089,2550,748406
1090,2551,139033
1091,2552,127412
1092,2553,72690
1093,2554,92970
1094,2555,120498
1095,2556,103345
1096,2557,105849
1097,2558,133922
1098,2559,137520
1099,2560,161485
1100,2561,155379
1101,2562,154557
1102,2563,149584
1103,2564,205417
1104,2565,150754
1105,2566,176199
1106,2567,141684
1107,2568,200002
1108,2569,231896
1109,2570,116767
1110,2571,197784
1111,2572,144419
1112,2573,215687
1113,2574,281324
1114,2575,124999
1115,2576,104488
1116,2577,128006
1117,2578,76851
1118,2579,57636
1119,2580,100323
1120,2581,125980
1121,2582,122170
1122,2583,282546
1123,2584,172144
1124,2585,201246
1125,2586,217459
1126,2587,198226
1127,2588,143328
1128,2589,148842
1129,2590,206129
1130,2591,223611
1131,2592,213251
1132,2593,245724
1133,2594,175302
1134,2595,198459
1135,2596,279198
1136,2597,191842
1137,2598,299761
1138,2599,353163
1139,2600,165037
1140,2601,135717
1141,2602,85363
1142,2603,99937
1143,2604,89633
1144,2605,78724
1145,2606,150489
1146,2607,202939
1147,2608,182793
1148,2609,177574
1149,2610,105507
1150,2611,130469
1151,2612,163137
1152,2613,128370
1153,2614,122746
1154,2615,154236
1155,2616,151744
1156,2617,181816
1157,2618,188433
1158,2619,192600
1159,2620,189819
1160,2621,171587
1161,2622,179242
1162,2623,232976
1163,2624,310962
1164,2625,284185
1165,2626,174234
1166,2627,163866
1167,2628,466545
1168,2629,478995
1169,2630,399298
1170,2631,453087
1171,2632,398817
1172,2633,303248
1173,2634,401669
1174,2635,154120
1175,2636,178257
1176,2637,175500
1177,2638,259085
1178,2639,184564
1179,2640,147333
1180,2641,107332
1181,2642,182275
1182,2643,106054
1183,2644,121154
1184,2645,109211
1185,2646,98246
1186,2647,104608
1187,2648,145184
1188,2649,150846
1189,2650,128262
1190,2651,143645
1191,2652,387403
1192,2653,254039
1193,2654,264873
1194,2655,383113
1195,2656,331230
1196,2657,340007
1197,2658,303726
1198,2659,307554
1199,2660,365866
1200,2661,336715
1201,2662,343997
1202,2663,306172
1203,2664,257277
1204,2665,308563
1205,2666,277487
1206,2667,181069
1207,2668,179967
1208,2669,184644
1209,2670,269085
1210,2671,184496
1211,2672,201575
1212,2673,202633
1213,2674,199385
1214,2675,183597
1215,2676,196107
1216,2677,194736
1217,2678,226892
1218,2679,271248
1219,2680,287421
1220,2681,357916
1221,2682,310587
1222,2683,482269
1223,2684,315893
1224,2685,317527
1225,2686,263204
1226,2687,293349
1227,2688,206216
1228,2689,202742
1229,2690,368803
1230,2691,189075
1231,2692,140466
1232,2693,200497
1233,2694,130871
1234,2695,194211
1235,2696,185058
1236,2697,183538
1237,2698,179563
1238,2699,173271
1239,2700,159641
1240,2701,150349
1241,2702,112263
1242,2703,119894
1243,2704,140528
1244,2705,114617
1245,2706,108211
1246,2707,117413
1247,2708,130258
1248,2709,97827
1249,2710,130468
1250,2711,204892
1251,2712,372473
1252,2713,177162
1253,2714,149826
1254,2715,167673
1255,2716,148161
1256,2717,204989
1257,2718,225562
1258,2719,154756
1259,2720,173692
1260,2721,129859
1261,2722,156195
1262,2723,141330
1263,2724,128396
1264,2725,131103
1265,2726,150265
1266,2727,183689
1267,2728,187091
1268,2729,149743
1269,2730,146163
1270,2731,120119
1271,2732,133919
1272,2733,157110
1273,2734,142235
1274,2735,137429
1275,2736,142433
1276,2737,118559
1277,2738,137580
1278,2739,155049
1279,2740,135368
1280,2741,145544
1281,2742,155550
1282,2743,153816
1283,2744,162398
1284,2745,143836
1285,2746,137750
1286,2747,145635
1287,2748,120051
1288,2749,135969
1289,2750,124144
1290,2751,136267
1291,2752,183637
1292,2753,149273
1293,2754,219623
1294,2755,134076
1295,2756,93915
1296,2757,70975
1297,2758,99670
1298,2759,156737
1299,2760,127865
1300,2761,145970
1301,2762,146999
1302,2763,182516
1303,2764,152442
1304,2765,268405
1305,2766,110025
1306,2767,89239
1307,2768,125355
1308,2769,135264
1309,2770,134515
1310,2771,106813
1311,2772,111302
1312,2773,178718
1313,2774,136219
1314,2775,113382
1315,2776,139753
1316,2777,150034
1317,2778,104877
1318,2779,123355
1319,2780,93686
1320,2781,94300
1321,2782,102235
1322,2783,108035
1323,2784,125135
1324,2785,138213
1325,2786,74823
1326,2787,118799
1327,2788,79449
1328,2789,165839
1329,2790,95864
1330,2791,115181
1331,2792,67518
1332,2793,129902
1333,2794,105248
1334,2795,119900
1335,2796,98807
1336,2797,167166
1337,2798,104002
1338,2799,106138
1339,2800,67011
1340,2801,95501
1341,2802,119308
1342,2803,153040
1343,2804,126437
1344,2805,93285
1345,2806,83099
1346,2807,184209
1347,2808,151222
1348,2809,129619
1349,2810,127808
1350,2811,162466
1351,2812,170890
1352,2813,161885
1353,2814,163145
1354,2815,96042
1355,2816,214850
1356,2817,153466
1357,2818,128872
1358,2819,184835
1359,2820,143774
1360,2821,111145
1361,2822,193693
1362,2823,289230
1363,2824,179698
1364,2825,146559
1365,2826,133170
1366,2827,133764
1367,2828,208389
1368,2829,206184
1369,2830,232994
1370,2831,179344
1371,2832,247650
1372,2833,280139
1373,2834,223567
1374,2835,231401
1375,2836,190950
1376,2837,161828
1377,2838,150504
1378,2839,183203
1379,2840,201061
1380,2841,201763
1381,2842,231167
1382,2843,149256
1383,2844,165162
1384,2845,120922
1385,2846,207214
1386,2847,218088
1387,2848,204623
1388,2849,195422
1389,2850,268041
1390,2851,208610
1391,2852,232644
1392,2853,240285
1393,2854,143343
1394,2855,199682
1395,2856,199002
1396,2857,184054
1397,2858,203132
1398,2859,116863
1399,2860,131048
1400,2861,125166
1401,2862,191097
1402,2863,123563
1403,2864,234260
1404,2865,137070
1405,2866,142201
1406,2867,109103
1407,2868,103663
1408,2869,104744
1409,2870,130069
1410,2871,88593
1411,2872,56125
1412,2873,100383
1413,2874,137229
1414,2875,113589
1415,2876,153820
1416,2877,144555
1417,2878,152329
1418,2879,141645
1419,2880,103932
1420,2881,144708
1421,2882,174031
1422,2883,198385
1423,2884,204825
1424,2885,184066
1425,2886,236214
1426,2887,90883
1427,2888,134359
1428,2889,57988
1429,2890,81574
1430,2891,128472
1431,2892,52691
1432,2893,80147
1433,2894,63771
1434,2895,315244
1435,2896,281416
1436,2897,207469
1437,2898,151563
1438,2899,201845
1439,2900,163636
1440,2901,203563
1441,2902,176409
1442,2903,311371
1443,2904,330598
1444,2905,79980
1445,2906,192049
1446,2907,110907
1447,2908,131873
1448,2909,155467
1449,2910,79179
1450,2911,83469
1451,2912,154983
1452,2913,81558
1453,2914,79168
1454,2915,83452
1455,2916,84735
1456,2917,170715
1457,2918,115813
1458,2919,215589
