SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,SalePrice,Id
170372.5915,174802.3664,174767.345,173532,167689.2423,153455.0789,169103.104,1607
220953.6134,220966.5991,225507.8322,220580,223315.9007,206612.8181,219656.1273,1608
178509.1063,185057.7778,177989.632,185027,183901.1958,197018.1616,184583.8122,1609
150347.895,151813.8129,149254.9561,151906,145465.8467,161834.0155,151770.421,1610
141098.7931,150383.8452,136956.4927,149976,146585.5694,137283.5571,143714.0429,1611
165187.1102,162324.6202,164419.4964,161694,163074.9101,169269.7356,164328.3121,1612
163800.6816,162491.6027,163774.6636,161592,163141.5135,157934.2994,162122.4601,1613
126962.8984,124851.0006,128396.8024,124999,129204.3841,119682.5809,125682.7777,1614
91251.78999,90773.26949,89885.5166,90756,91092.26381,85116.49516,89812.55584,1615
78558.47304,79961.00741,77660.9916,79897,78483.07966,77544.26893,78684.13677,1616
91277.68999,92260.14406,90693.22785,92321,91739.55196,88371.2184,91110.47204,1617
126454.3743,122853.2805,131247.1458,122915,126297.5171,126385.4754,126025.4655,1618
137509.1908,136100.0181,140665.7237,135636,139450.1742,132439.3326,136966.7399,1619
182550.1245,175005.5721,174695.3581,171849,192552.8275,137195.7523,172308.1057,1620
133317.5158,140387.917,129634.3856,140781,135141.4984,132961.7235,135370.6734,1621
140385.6987,139920.337,141846.161,140208,138368.8235,140321.8662,140175.1477,1622
257659.2666,269143.6261,262848.0678,268879,266083.0557,276736.9583,266891.6624,1623
207681.9351,217323.9957,209549.1381,216323,210997.7316,213136.6096,212502.0683,1624
117505.3892,121724.8724,116241.3512,121651,124605.3473,122483.5233,120701.9139,1625
175046.051,177757.8118,175193.8278,177648,176139.7306,160663.28,173741.4502,1626
193445.5587,188378.4742,195572.8159,188602,189680.5116,193565.4177,191540.7964,1627
286212.9735,287483.0441,283261.9893,288496,300495.9137,283928.5047,288313.0709,1628
189610.0045,195072.9432,188545.6299,195497,190767.117,184421.0335,190652.288,1629
338556.1659,332575.9334,321858.5904,332701,316882.4108,383713.1197,337714.5367,1630
232682.6841,237328.2058,227892.1442,239756,230205.8699,202714.0342,228429.823,1631
248373.8373,260377.3285,237703.9628,261757,245332.8906,248981.2137,250421.0388,1632
183043.004,185733.5083,183550.0006,185590,181235.8526,173999.5084,182191.979,1633
182798.2866,188252.9282,182269.077,187599,183227.7253,187683.3423,185305.0599,1634
175746.3721,179802.6926,172597.4104,179297,176071.2378,182452.9008,177661.269,1635
154019.2977,157420.3531,152271.4991,156406,155100.4125,153599.9173,154802.9133,1636
197082.1803,190113.377,191545.5345,191511,195391.0866,187115.7786,192126.4928,1637
177262.1797,186256.6089,176959.1246,185412,183730.6509,187912.7254,182922.2149,1638
190843.7027,192959.1403,186534.4992,193324,196938.4882,178634.0932,189872.3206,1639
245630.2143,250935.473,243407.3235,251539,255698.9455,258869.0933,251013.3416,1640
189089.7164,193441.506,184663.2585,194628,193071.1978,175377.3189,188378.4996,1641
246082.2098,233996.8808,245680.8008,235496,236310.0108,233502.6243,238511.4211,1642
210298.8368,216150.5289,213414.1763,215636,210313.207,222287.5615,214683.3851,1643
238641.3426,237591.9245,241564.9242,238109,237727.4685,233460.2464,237849.151,1644
195519.7806,189318.3029,194035.3642,189579,187570.508,209243.1366,194211.0154,1645
159908.8111,160494.0349,162108.4668,160151,162311.1182,159338.8226,160718.7089,1646
165843.2157,171427.403,166124.9047,172307,172856.602,152694.3402,166875.5776,1647
128032.5278,130190.4407,128996.7977,129566,128192.1334,132663.1783,129606.8463,1648
140909.3761,138113.3055,142218.8925,137995,138532.8652,142128.6784,139983.0196,1649
113228.7131,112675.7222,112767.3034,112322,113280.5896,108187.4226,112076.9585,1650
120229.1678,121940.9867,120323.3895,121384,125161.2192,121139.614,121696.3962,1651
100044.6813,102183.5645,98596.52096,102216,99687.5017,97365.20118,100015.5783,1652
101999.0582,102806.0995,100841.6013,102887,101172.7709,98856.20991,101427.1233,1653
142178.1905,144786.7658,140721.6274,144194,145970.8728,146912.5863,144127.3405,1654
138677.4159,138764.9289,136766.8772,138696,141756.078,138198.8216,138810.0203,1655
141063.6692,141615.0027,142721.7421,141306,142200.2359,146122.5822,142504.872,1656
147872.5429,146788.5641,148608.4941,146301,148794.9923,147864.865,147705.0764,1657
145021.55,147092.3521,148215.3798,146409,145890.0161,147181.7955,146635.0156,1658
116912.0144,116776.9829,117181.2302,116385,120216.6572,125369.5013,118806.8977,1659
159371.924,161452.1979,158274.8676,161546,165976.7405,155784.9314,160401.1102,1660
408985.5661,398168.9548,429791.2104,397099,397959.7607,466899.0445,416483.9227,1661
390330.5115,375879.2956,380061.0323,381301,406281.5152,379338.0952,385531.9083,1662
370797.1108,348871.6545,366930.6189,352403,355625.7075,368647.5856,360545.9462,1663
458443.0666,450590.3972,451398.7461,455258,437540.7047,501357.1843,459098.0165,1664
308822.8423,290573.0282,305120.8498,292488,301953.5728,301095.064,300008.8929,1665
336344.5161,333432.5251,330718.3526,333232,333651.3247,312105.3978,329914.0194,1666
360445.0276,337148.8388,369282.7516,337293,366619.0043,383500.9293,359048.2586,1667
347432.3912,322988.2232,346498.73,324775,335199.1868,333293.6632,335031.1991,1668
317241.1883,302363.493,316695.2713,305362,314251.8151,305649.6769,310260.5741,1669
346039.0663,329437.004,345478.1279,332259,337309.0789,346043.6581,339427.6559,1670
266569.7392,269273.7728,268238.9698,269019,262590.5226,265344.6929,266839.4496,1671
411537.6976,387710.0132,410879.7025,387800,384327.3404,473669.2656,409320.6699,1672
297439.5987,303897.7157,297937.0782,303317,306659.1251,303802.0211,302175.4231,1673
245398.8902,256183.7487,242360.1646,256936,251212.8978,244147.525,249373.2044,1674
203298.6855,207650.2762,201871.4022,206646,203741.078,187164.735,201728.6962,1675
199417.3288,204258.0958,195544.5282,203769,201794.8975,195916.2265,200116.6795,1676
226646.0598,234961.0568,224637.1965,234140,229320.3229,216423.8182,227688.0757,1677
435136.8231,428987.7716,435271.1434,430114,411787.3109,477953.2471,436541.716,1678
393315.2234,368609.3293,393718.5807,369257,370862.6719,385359.1923,380186.9996,1679
323461.9067,316627.2944,315044.4789,319241,315916.4269,359134.9713,324904.3464,1680
252433.9128,241500.4113,248555.4172,241850,248201.053,238718.0915,245209.8143,1681
328093.4813,324855.7874,327318.3315,325162,325069.9288,314563.8962,324177.2375,1682
191659.3447,198431.8099,186874.1578,197370,191643.585,175640.767,190269.9441,1683
176444.6759,177041.4109,180584.8948,175358,173023.3015,168298.2689,175125.092,1684
174882.5777,174948.7075,174560.4814,174224,174244.1285,170055.1654,173819.1767,1685
169199.7772,173470.119,171236.0087,172219,172965.2055,168234.8017,171220.8187,1686
176174.8962,181942.6501,177867.7754,182126,175542.6502,161847.0819,175916.8423,1687
188772.4325,194251.5059,188568.8672,193599,188697.1956,191145.557,190839.093,1688
196130.4776,195659.5542,196852.2569,195354,197499.2362,196488.0178,196330.5904,1689
202324.0193,202188.8736,204904.8333,201038,200698.7286,190840.3574,200332.4687,1690
194699.1303,194248.736,196664.5274,193545,192200.8918,181275.8704,192105.6927,1691
271855.5439,261293.5521,270408.0541,262162,274185.2296,273905.0306,268968.2351,1692
177135.9443,179024.2518,181265.5682,178620,172265.3487,166810.9494,175853.6771,1693
185506.0233,183085.8943,186192.9014,183000,181303.4138,184303.7619,183898.6658,1694
169301.3412,171835.9054,169371.7087,172266,166294.5917,166420.2777,169248.3041,1695
267985.1545,267807.0896,272074.0241,268149,266877.8117,272110.2613,269167.2235,1696
176476.4258,172672.8162,177380.5605,173315,171632.0376,166348.0087,172970.8081,1697
342719.7341,343891.3642,340494.8739,343277,342350.7028,368972.6611,346951.056,1698
310781.3051,311687.5334,311644.6571,312294,298002.8372,334463.5825,313145.6526,1699
252975.8819,252592.1779,250503.9012,253624,248841.4944,251905.5432,251740.4998,1700
271144.386,279933.4338,265799.7167,280802,275295.9411,264254.764,272871.7069,1701
233301.6279,241471.6884,231206.2401,243579,237864.9384,251032.7577,239742.7088,1702
240939.9193,247173.6125,244148.1928,247568,244083.259,247358.0407,245211.8374,1703
274711.8692,277456.5505,276162.6728,278938,278184.7618,278190.9034,277274.1263,1704
246443.5827,238275.5564,250656.5158,238602,249421.3517,227632.009,241838.5026,1705
315140.8862,236729.6003,339400.0938,235179,362714.1656,469651.3563,326469.1837,1706
208924.4731,205468.4265,205834.1371,205880,205841.4417,222026.837,208995.8859,1707
205922.3028,201622.2064,206116.4547,201132,201843.0396,206990.994,203937.8329,1708
265763.6625,265836.284,266116.3976,266401,268758.3025,273138.6675,267669.0523,1709
222723.1052,222561.2747,220907.3977,222517,222178.8478,214786.9692,220945.7658,1710
283145.9615,268154.2498,287148.6098,268197,277931.0423,264791.0585,274894.6537,1711
247095.1987,251909.6431,245191.6109,251269,242562.2531,262528.3885,250092.6824,1712
277646.8983,261744.9105,276654.5501,261287,266863.3287,275297.4657,269915.6922,1713
226947.5741,227778.2704,228278.5287,228535,224683.94,228443.1682,227444.4136,1714
211230.7896,211689.7213,207960.5011,213111,208726.0687,213114.7493,210972.1383,1715
180256.2516,177158.4133,182964.743,176651,180948.261,184212.4172,180365.181,1716
180137.6972,180386.4067,182626.237,179771,180971.144,174699.3058,179765.2985,1717
135054.3306,137129.2437,135977.1127,136752,136194.9164,130984.3916,135348.6658,1718
210903.6656,211369.7383,209494.1088,211752,211049.8039,201073.2084,209273.7542,1719
238965.542,244286.8445,230426.7469,245856,249501.8705,254692.5143,243954.9197,1720
162802.2327,163172.7327,162230.1804,162462,169182.6337,170909.1058,165126.4809,1721
122174.1437,123056.1628,121394.6655,121997,124218.0737,127304.3728,123357.4031,1722
153993.7626,152075.353,153184.4728,151174,154960.0256,152359.4929,152957.8511,1723
198129.824,206248.0796,195799.2387,206776,202218.5349,214581.9471,203958.9374,1724
238102.1567,236354.3735,235143.9551,237151,244805.1133,234032.4853,237598.1807,1725
184562.6366,186371.8694,181036.4278,186984,184911.252,191019.3689,185814.2591,1726
152093.9898,159673.5631,148419.5466,158578,154252.2474,164168.873,156197.7033,1727
172113.5022,175924.7566,167818.6388,176956,177861.9267,180465.9212,175190.1242,1728
171894.295,166545.2827,171051.1643,167606,166472.0172,163796.5256,167894.2141,1729
151041.0306,149688.7884,151876.8117,151135,152851.6637,151812.0268,151400.8869,1730
121963.3933,128058.4774,119099.3398,127865,125957.1294,120289.5275,123872.1446,1731
125334.4968,121925.809,127196.5888,121518,124050.7332,130419.8338,125074.2436,1732
114966.1717,112354.8377,114759.3749,112008,116309.6835,114044.7088,114073.7961,1733
120647.8076,122890.1976,123886.1788,123257,121111.5292,125231.1008,122837.3023,1734
117854.8166,119788.2693,115826.6079,119197,122428.6371,133989.3732,121514.1173,1735
104955.4532,107712.814,103583.795,107279,107825.9637,118639.8441,108332.8117,1736
273795.1795,279017.0535,281177.4394,280693,269536.5726,325606.0279,284970.8788,1737
253267.2453,245725.4905,258789.1144,246241,241156.5778,221861.6397,244506.8446,1738
227485.3157,230674.0929,219540.8409,228902,249809.3623,242451.995,233143.9345,1739
204704.48,207143.4815,202745.4221,205148,196999.7902,229105.3272,207641.0835,1740
184614.7091,185041.7051,186291.9128,183530,183435.6622,186692.4977,184934.4145,1741
171481.3616,172108.8837,167661.345,172475,172169.9411,167808.7891,170617.5534,1742
179884.7243,183714.4164,175913.3593,183062,184720.2485,179588.733,181147.2469,1743
302618.1643,279040.4054,314106.2084,282320,279931.1084,334940.4745,298826.0602,1744
216754.0373,218560.4852,215449.3702,219073,215401.6436,234410.8513,219941.5646,1745
182845.5425,202128.9489,179313.6904,205708,200194.4153,180501.7992,191782.0661,1746
213732.55,215880.9586,215931.7781,217256,217511.6097,218459.2015,216462.0163,1747
213613.1088,213155.8764,208255.8682,213034,227741.8445,234431.4567,218372.0258,1748
146531.5186,150250.0065,142765.2043,149879,147761.9497,157061.9311,149041.6017,1749
124180.9743,131758.0281,120900.5037,132633,128262.5275,128269.5004,127667.4223,1750
246073.8916,255608.9998,243924.4013,255648,262179.9962,233155.4863,249431.7959,1751
114792.5726,114788.4652,115866.6888,114688,117156.3491,117120.9402,115735.5027,1752
149970.3845,151230.3368,149740.0444,150696,146697.8263,137890.3599,147704.1586,1753
197477.6206,201060.9982,199142.8528,201239,200537.171,179081.4898,196423.1887,1754
168051.2107,174324.4525,169867.1505,173820,171095.7698,176452.0117,172268.4325,1755
125390.7384,121148.8921,128056.3832,120528,124000.1953,125257.0194,124063.5381,1756
119625.7743,117460.5073,119539.3365,117388,118735.0227,124124.6484,119478.8815,1757
145499.0686,146174.0849,144727.7521,146646,143978.6399,140849.2103,144645.7926,1758
165822.5926,167752.8216,164871.8497,168200,165726.0406,160089.1652,165410.4116,1759
165873.0961,167041.0704,165974.2356,166011,169256.0943,168878.1839,167172.2801,1760
149527.5156,154551.2769,149607.3626,153688,152550.4953,141651.5981,150262.7081,1761
176003.6106,168116.4701,172063.285,169876,177527.8942,176627.3106,173369.0951,1762
190769.5033,194431.5934,189498.5158,194692,186193.7641,172481.1952,188011.0953,1763
113338.9891,118101.3302,114147.161,117717,115992.1443,117404.109,116116.7889,1764
166195.4549,163907.0152,159741.1157,165158,164111.6943,154042.2571,162192.5895,1765
192752.8073,187336.0586,195923.164,187962,190441.2553,179149.9597,188927.5408,1766
212135.5022,211268.814,211170.7173,211959,216794.078,221206.1828,214089.049,1767
140810.9232,136217.3144,140454.8736,136349,138204.1856,151220.1463,140542.7405,1768
171697.0391,177369.0784,173096.2692,178386,177199.4565,177669.9653,175902.9681,1769
155286.9664,151621.0095,158450.366,151158,155701.5285,152783.1015,154166.8286,1770
121287.416,126103.9943,119450.8011,125944,124460.0822,129887.6726,124522.3277,1771
132212.8674,136308.805,130592.4596,136411,132448.2139,132619.4255,133432.1286,1772
119015.9128,123179.3168,118052.7489,122280,119398.1447,140628.2845,123759.0679,1773
144124.6345,145914.5735,143300.539,144989,141762.8713,128093.8599,141364.2464,1774
143580.9801,142267.3142,143445.6879,142763,142914.1461,135957.21,141821.3897,1775
131741.7476,131876.8245,128202.3267,132410,134291.2578,121840.6439,130060.4667,1776
104933.9501,105921.0636,105571.2343,106544,105582.2477,118793.4678,107890.9939,1777
136138.8382,138087.3618,137305.0605,137643,136803.3015,147061.071,138839.7722,1778
115738.2427,117110.7343,122498.0969,116784,114621.4721,117018.1687,117295.1191,1779
183194.9578,181531.6881,182956.5373,183334,182324.4428,176723.9839,181677.6017,1780
124964.2534,125945.2851,124482.3835,126114,126654.5031,125424.1361,125597.4269,1781
81501.07216,81900.38624,83738.74244,80642,82328.20324,87919.14436,83004.92474,1782
142267.4346,141054.761,142745.1685,140781,139606.6829,140690.9225,141190.9949,1783
111255.9716,108536.1328,112689.2442,108093,107739.8104,108467.796,109463.6592,1784
116945.6752,110936.4766,115479.6089,111075,113092.784,122130.6539,114943.3664,1785
136852.7758,138379.6779,131420.1515,137727,126637.7002,147583.4077,136433.4522,1786
168209.6318,170595.2535,167555.1092,172188,163921.1871,155144.2858,166268.9112,1787
58767.12644,59942.90811,57791.11365,58390,57930.64552,53702.87551,57754.11154,1788
93914.43658,94446.80807,93080.61569,94426,92745.70233,98187.721,94466.88061,1789
84866.78044,84992.72591,86243.01282,83878,84135.98376,85955.51745,85012.0034,1790
178702.0977,179272.8378,183319.7576,177695,185220.0042,175949.7713,180026.5781,1791
159070.2896,159735.9016,157144.611,160532,161168.0435,154590.8611,158706.9511,1792
130044.8049,137547.0741,132095.6089,137146,136092.4263,127016.9132,133323.8046,1793
152896.7074,157844.43,151035.5145,156952,151137.7991,154979.0053,154140.9094,1794
134535.2937,135981.4506,134950.2359,136826,134698.3537,136917.783,135651.5195,1795
